loc;unit size
|java+compilationUnit:///src/smallsql/junit/TestAlterTable2.java|(2472,575,<71,4>,<80,5>);10
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(14362,535,<402,4>,<412,5>);10
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(5057,352,<156,4>,<165,5>);10
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(6082,359,<186,4>,<195,5>);10
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(2520,393,<64,4>,<73,5>);10
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(5903,322,<163,4>,<172,5>);10
|java+compilationUnit:///src/smallsql/junit/TestLanguage.java|(1980,284,<60,1>,<71,2>);10
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(27554,360,<818,4>,<827,5>);10
|java+compilationUnit:///src/smallsql/database/Money.java|(2443,394,<86,4>,<96,5>);10
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(7224,359,<202,4>,<211,5>);10
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(11116,379,<319,4>,<328,5>);10
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(11305,288,<338,1>,<350,2>);10
|java+compilationUnit:///src/smallsql/junit/TestStatement.java|(13059,664,<321,4>,<337,5>);10
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(12706,510,<376,4>,<385,5>);10
|java+compilationUnit:///src/smallsql/database/Logger.java|(1532,206,<49,1>,<58,2>);10
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(3779,497,<121,1>,<137,2>);10
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(10189,417,<338,4>,<347,5>);10
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(5793,342,<168,4>,<177,5>);10
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(6787,342,<166,4>,<175,5>);10
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(30296,330,<899,1>,<908,2>);10
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRepeat.java|(1604,351,<49,1>,<58,2>);10
|java+compilationUnit:///src/smallsql/database/DateTime.java|(19938,299,<645,1>,<654,2>);10
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(17228,416,<606,1>,<618,2>);10
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(3028,312,<102,1>,<111,2>);10
|java+compilationUnit:///src/smallsql/database/Database.java|(5937,819,<180,4>,<197,5>);10
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(6153,342,<180,4>,<189,5>);10
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(22404,239,<677,1>,<686,2>);10
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(10721,324,<407,4>,<416,5>);10
|java+compilationUnit:///src/smallsql/junit/AllTests.java|(2210,766,<64,1>,<87,5>);10
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(19610,344,<569,4>,<578,5>);10
|java+compilationUnit:///src/smallsql/database/DateTime.java|(21782,226,<715,1>,<724,2>);10
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(4963,395,<180,1>,<193,2>);10
|java+compilationUnit:///src/smallsql/junit/TestTokenizer.java|(1839,211,<55,1>,<63,2>);9
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(4037,288,<108,4>,<116,5>);9
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLeft.java|(1655,282,<52,1>,<61,2>);9
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(18435,474,<787,4>,<795,5>);9
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(14034,249,<352,4>,<361,5>);9
|java+compilationUnit:///src/smallsql/junit/TestThreads.java|(2645,435,<91,20>,<99,21>);9
|java+compilationUnit:///src/smallsql/database/SQLTokenizer.java|(37592,269,<928,1>,<936,2>);9
|java+compilationUnit:///src/smallsql/database/TableViewResult.java|(1832,296,<56,1>,<64,2>);9
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(2596,679,<83,4>,<103,5>);9
|java+compilationUnit:///src/smallsql/junit/TestOperatoren.java|(5149,301,<95,4>,<104,5>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(3805,308,<113,4>,<121,5>);9
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(4928,295,<135,4>,<143,5>);9
|java+compilationUnit:///src/smallsql/junit/TestFunctions.java|(22524,301,<374,4>,<383,5>);9
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRTrim.java|(1969,272,<65,1>,<73,2>);9
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(32955,236,<881,4>,<889,5>);9
|java+compilationUnit:///src/smallsql/database/Index.java|(17298,308,<538,1>,<546,2>);9
|java+compilationUnit:///src/smallsql/database/View.java|(3849,456,<124,1>,<135,2>);9
|java+compilationUnit:///src/smallsql/junit/TestMoneyRounding.java|(1787,301,<53,4>,<62,5>);9
|java+compilationUnit:///src/smallsql/database/Column.java|(3790,185,<136,4>,<144,5>);9
|java+compilationUnit:///src/smallsql/junit/TestScrollable.java|(3984,345,<97,4>,<105,5>);9
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(9857,452,<269,4>,<280,5>);9
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(1542,329,<46,4>,<54,5>);9
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(5610,287,<154,4>,<162,5>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(3244,320,<98,4>,<106,5>);9
|java+compilationUnit:///src/smallsql/database/DataSource.java|(2540,341,<82,4>,<93,5>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(4756,317,<140,4>,<148,5>);9
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(3242,289,<84,4>,<92,5>);9
|java+compilationUnit:///src/smallsql/junit/TestTokenizer.java|(4121,287,<142,1>,<151,2>);9
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(4628,294,<126,4>,<134,5>);9
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(6152,367,<129,4>,<137,5>);9
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(1750,401,<56,1>,<69,2>);9
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(8788,612,<255,4>,<270,5>);9
|java+compilationUnit:///src/smallsql/junit/TestTokenizer.java|(2192,282,<73,1>,<82,2>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(29792,493,<884,4>,<896,5>);9
|java+compilationUnit:///src/smallsql/database/JoinScroll.java|(1912,300,<58,4>,<66,5>);9
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRight.java|(1658,301,<52,1>,<61,2>);9
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(4331,291,<117,4>,<125,5>);9
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(18921,466,<798,4>,<806,5>);9
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(5580,559,<170,1>,<183,5>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(5480,307,<159,4>,<167,5>);9
|java+compilationUnit:///src/smallsql/database/Join.java|(2351,214,<77,4>,<85,5>);9
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(19771,710,<819,4>,<827,5>);9
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(4953,166,<200,1>,<208,2>);9
|java+compilationUnit:///src/smallsql/junit/TestResultSet.java|(9897,441,<250,4>,<259,5>);9
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(4721,318,<162,4>,<174,5>);9
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(6850,327,<225,1>,<235,2>);9
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(16213,734,<751,4>,<759,5>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(12529,306,<370,4>,<378,5>);9
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(6354,418,<152,4>,<163,2>);9
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(30853,422,<830,4>,<838,5>);9
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(3537,300,<93,4>,<101,5>);9
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(4032,253,<174,1>,<182,2>);9
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(17878,545,<776,4>,<784,5>);9
|java+compilationUnit:///src/smallsql/database/Columns.java|(3788,259,<145,4>,<153,5>);9
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(34606,290,<974,4>,<982,5>);9
|java+compilationUnit:///src/smallsql/database/Database.java|(9011,445,<266,4>,<274,5>);9
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(6544,330,<230,4>,<242,5>);9
|java+compilationUnit:///src/smallsql/database/Columns.java|(2465,446,<84,4>,<100,5>);9
|java+compilationUnit:///src/smallsql/database/language/Language.java|(9905,372,<217,1>,<230,2>);9
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(32324,619,<870,4>,<878,5>);9
|java+compilationUnit:///src/smallsql/junit/TestStatement.java|(12431,614,<307,4>,<318,5>);9
|java+compilationUnit:///src/smallsql/database/Columns.java|(1893,562,<64,4>,<81,5>);9
|java+compilationUnit:///src/smallsql/database/LongLongList.java|(1973,194,<67,1>,<75,2>);9
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLTrim.java|(2024,263,<67,1>,<75,2>);9
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(15581,302,<439,4>,<447,5>);9
|java+compilationUnit:///src/smallsql/junit/TestDataTypes.java|(3053,301,<68,4>,<77,5>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(13512,310,<411,1>,<419,2>);9
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(6929,289,<193,4>,<201,5>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(4436,314,<131,4>,<139,5>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(4119,311,<122,4>,<130,5>);9
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(2277,441,<63,4>,<71,5>);9
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(30650,389,<867,4>,<877,5>);9
|java+compilationUnit:///src/smallsql/junit/TestDataTypes.java|(12673,320,<315,1>,<324,2>);9
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(74321,391,<1930,4>,<1938,5>);9
|java+compilationUnit:///src/smallsql/database/TableResult.java|(6266,426,<205,4>,<217,5>);9
|java+compilationUnit:///src/smallsql/database/Index.java|(17000,290,<527,1>,<535,2>);9
|java+compilationUnit:///src/smallsql/database/IndexScrollStatus.java|(5148,575,<161,4>,<181,2>);9
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(10087,312,<289,4>,<297,5>);9
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(14683,460,<292,4>,<300,5>);9
|java+compilationUnit:///src/smallsql/database/TableViewResult.java|(2346,411,<81,1>,<96,2>);9
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(3534,271,<134,1>,<142,2>);9
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(4720,184,<183,1>,<191,2>);9
|java+compilationUnit:///src/smallsql/junit/AllTests.java|(2988,285,<89,4>,<96,5>);8
|java+compilationUnit:///src/smallsql/database/FileIndex.java|(2321,287,<67,0>,<74,1>);8
|java+compilationUnit:///src/smallsql/database/Database.java|(10255,529,<296,4>,<306,5>);8
|java+compilationUnit:///src/smallsql/database/Utils.java|(8359,411,<260,4>,<267,5>);8
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(21337,270,<619,4>,<626,5>);8
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(13070,206,<391,1>,<398,2>);8
|java+compilationUnit:///src/smallsql/junit/TestStatement.java|(1512,274,<48,4>,<55,5>);8
|java+compilationUnit:///src/smallsql/database/Utils.java|(6330,321,<205,4>,<212,5>);8
|java+compilationUnit:///src/smallsql/database/DataSources.java|(1663,219,<54,1>,<61,2>);8
|java+compilationUnit:///src/smallsql/database/SSDriver.java|(1583,331,<46,4>,<55,2>);8
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(7693,310,<244,1>,<254,2>);8
|java+compilationUnit:///src/smallsql/database/Where.java|(2761,256,<108,1>,<115,2>);8
|java+compilationUnit:///src/smallsql/junit/TestExceptions.java|(5041,306,<123,4>,<130,5>);8
|java+compilationUnit:///src/smallsql/database/DateTime.java|(19639,291,<635,1>,<642,2>);8
|java+compilationUnit:///src/smallsql/database/Table.java|(7421,266,<220,1>,<227,2>);8
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(13288,209,<401,4>,<408,5>);8
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(14076,220,<432,4>,<439,5>);8
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(12850,205,<381,1>,<388,2>);8
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(2133,273,<65,4>,<72,5>);8
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(13553,552,<472,1>,<487,2>);8
|java+compilationUnit:///src/smallsql/database/View.java|(4310,265,<137,1>,<144,2>);8
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(5344,198,<218,1>,<225,2>);8
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(23194,229,<687,4>,<694,5>);8
|java+compilationUnit:///src/smallsql/database/Utils.java|(6094,228,<196,1>,<203,2>);8
|java+compilationUnit:///src/smallsql/database/FileIndexNode.java|(2951,453,<91,4>,<98,5>);8
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(8085,226,<209,4>,<216,5>);8
|java+compilationUnit:///src/smallsql/database/JoinScroll.java|(2230,236,<69,4>,<76,5>);8
|java+compilationUnit:///src/smallsql/database/Utils.java|(4700,252,<151,4>,<158,5>);8
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(3861,521,<89,4>,<96,5>);8
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(20499,240,<609,4>,<616,5>);8
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(2189,363,<65,4>,<75,5>);8
|java+compilationUnit:///src/smallsql/database/SQLTokenizer.java|(35322,361,<870,4>,<877,5>);8
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(11388,319,<367,1>,<376,2>);8
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(16036,375,<503,1>,<514,2>);8
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(5923,517,<229,1>,<244,2>);8
|java+compilationUnit:///src/smallsql/database/SQLTokenizer.java|(25545,216,<635,4>,<642,5>);8
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(4400,679,<99,4>,<106,5>);8
|java+compilationUnit:///src/smallsql/database/Expressions.java|(2241,209,<86,1>,<93,2>);8
|java+compilationUnit:///src/smallsql/database/language/Language.java|(9234,665,<196,1>,<215,2>);8
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(15273,300,<430,4>,<437,5>);8
|java+compilationUnit:///src/smallsql/database/Index.java|(16089,232,<489,1>,<496,2>);8
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(3126,403,<123,1>,<132,2>);8
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(3529,284,<102,1>,<109,2>);8
|java+compilationUnit:///src/smallsql/database/JoinScrollIndex.java|(1671,329,<53,4>,<60,5>);8
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(13840,218,<422,4>,<429,5>);8
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(22651,311,<689,1>,<697,5>);8
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(2403,315,<88,1>,<98,2>);8
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(16315,228,<565,1>,<575,2>);8
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(2632,218,<87,1>,<94,2>);8
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(9451,392,<259,4>,<266,5>);8
|java+compilationUnit:///src/smallsql/junit/TestExceptions.java|(3485,269,<76,4>,<83,5>);8
|java+compilationUnit:///src/smallsql/database/JoinScrollIndex.java|(2259,249,<72,4>,<80,5>);8
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(13296,313,<371,4>,<379,5>);8
|java+compilationUnit:///src/smallsql/database/Where.java|(2552,200,<98,1>,<105,2>);8
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(4174,239,<190,4>,<197,5>);8
|java+compilationUnit:///src/smallsql/database/Where.java|(3024,248,<118,1>,<125,2>);8
|java+compilationUnit:///src/smallsql/database/FileIndex.java|(2947,367,<91,4>,<98,5>);8
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(12292,219,<360,4>,<367,5>);8
|java+compilationUnit:///src/smallsql/database/Utils.java|(4960,249,<160,4>,<167,5>);8
|java+compilationUnit:///src/smallsql/database/Database.java|(8697,296,<255,1>,<263,2>);8
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(4211,168,<163,1>,<169,2>);7
|java+compilationUnit:///src/smallsql/junit/TestTokenizer.java|(2056,130,<65,1>,<71,2>);7
|java+compilationUnit:///src/smallsql/junit/TestAlterTable.java|(1333,187,<39,4>,<45,5>);7
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(2386,246,<70,1>,<76,2>);7
|java+compilationUnit:///src/smallsql/junit/TestJoins.java|(10437,251,<204,4>,<210,5>);7
|java+compilationUnit:///src/smallsql/database/Utils.java|(11610,255,<331,4>,<337,5>);7
|java+compilationUnit:///src/smallsql/junit/TestTokenizer.java|(2480,261,<84,1>,<91,2>);7
|java+compilationUnit:///src/smallsql/junit/TestAlterTable.java|(1534,406,<48,4>,<54,5>);7
|java+compilationUnit:///src/smallsql/database/TableResult.java|(2585,233,<82,1>,<88,2>);7
|java+compilationUnit:///src/smallsql/database/Utils.java|(4081,184,<125,1>,<131,2>);7
|java+compilationUnit:///src/smallsql/database/TableResult.java|(8116,198,<289,1>,<295,2>);7
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(6676,378,<198,1>,<207,5>);7
|java+compilationUnit:///src/smallsql/database/Identity.java|(2753,175,<88,1>,<94,2>);7
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(19962,235,<580,4>,<586,5>);7
|java+compilationUnit:///src/smallsql/database/Column.java|(2863,243,<93,4>,<99,5>);7
|java+compilationUnit:///src/smallsql/junit/TestAlterTable2.java|(297,187,<20,4>,<26,5>);7
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(31286,215,<928,1>,<934,2>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnFloat.java|(1953,227,<63,1>,<69,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunction.java|(3083,433,<101,4>,<111,5>);7
|java+compilationUnit:///src/smallsql/database/CommandCreateDatabase.java|(1463,222,<41,4>,<47,5>);7
|java+compilationUnit:///src/smallsql/database/TableView.java|(5764,269,<174,1>,<183,2>);7
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(22931,249,<675,4>,<684,5>);7
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(4202,239,<119,4>,<125,5>);7
|java+compilationUnit:///src/smallsql/junit/TestJoins.java|(10182,245,<195,4>,<201,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(1926,255,<57,4>,<63,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLeft.java|(1946,226,<64,1>,<70,2>);7
|java+compilationUnit:///src/smallsql/database/Where.java|(2164,208,<78,1>,<84,2>);7
|java+compilationUnit:///src/smallsql/junit/TestFunctions.java|(23289,373,<398,4>,<404,5>);7
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(14649,497,<508,1>,<523,2>);7
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(59728,168,<1529,1>,<1535,2>);7
|java+compilationUnit:///src/smallsql/database/FileIndexNode.java|(2308,164,<72,1>,<78,2>);7
|java+compilationUnit:///src/smallsql/database/JoinScrollIndex.java|(2010,239,<63,4>,<69,5>);7
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(14114,526,<490,1>,<505,2>);7
|java+compilationUnit:///src/smallsql/database/Expression.java|(2767,362,<93,4>,<104,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(4489,180,<194,1>,<200,2>);7
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(12097,177,<351,4>,<357,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLength.java|(1550,215,<48,1>,<54,2>);7
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(4176,157,<149,1>,<155,2>);7
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(23441,240,<697,4>,<704,5>);7
|java+compilationUnit:///src/smallsql/database/Database.java|(9470,775,<277,4>,<293,5>);7
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(8384,313,<296,4>,<303,5>);7
|java+compilationUnit:///src/smallsql/database/DateTime.java|(21197,256,<691,1>,<697,2>);7
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(30569,270,<821,4>,<827,5>);7
|java+compilationUnit:///src/smallsql/junit/BenchTest.java|(30292,240,<725,4>,<731,5>);7
|java+compilationUnit:///src/smallsql/database/SSDriver.java|(3831,341,<112,4>,<118,5>);7
|java+compilationUnit:///src/smallsql/database/StorePageLink.java|(1594,279,<46,1>,<52,2>);7
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(20205,358,<588,4>,<594,5>);7
|java+compilationUnit:///src/smallsql/database/Expression.java|(4249,177,<149,1>,<155,2>);7
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(14311,164,<442,1>,<448,2>);7
|java+compilationUnit:///src/smallsql/database/IndexNodeScrollStatus.java|(1862,244,<57,1>,<63,2>);7
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(11758,217,<337,4>,<343,5>);7
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(2160,308,<72,1>,<85,2>);7
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(10300,259,<307,4>,<313,5>);7
|java+compilationUnit:///src/smallsql/junit/TestFunctions.java|(23670,253,<406,4>,<412,5>);7
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(5266,432,<217,1>,<225,2>);7
|java+compilationUnit:///src/smallsql/junit/BenchTest.java|(30540,237,<733,4>,<739,5>);7
|java+compilationUnit:///src/smallsql/junit/TestThreads.java|(1191,226,<46,16>,<52,17>);7
|java+compilationUnit:///src/smallsql/database/Expressions.java|(2052,183,<78,1>,<84,2>);7
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(10624,281,<350,4>,<356,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunction.java|(3524,451,<113,4>,<123,5>);7
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(2860,492,<120,1>,<133,2>);7
|java+compilationUnit:///src/smallsql/database/Utils.java|(4271,179,<133,1>,<139,2>);7
|java+compilationUnit:///src/smallsql/database/Utils.java|(11873,224,<339,4>,<345,5>);7
|java+compilationUnit:///src/smallsql/database/SSPreparedStatement.java|(1831,307,<52,4>,<58,5>);7
|java+compilationUnit:///src/smallsql/junit/TestOperatoren.java|(11337,255,<253,4>,<259,5>);7
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(2348,221,<74,4>,<80,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(4293,188,<185,1>,<191,2>);7
|java+compilationUnit:///src/smallsql/junit/AllTests.java|(4554,278,<125,4>,<132,5>);7
|java+compilationUnit:///src/smallsql/junit/TestDataTypes.java|(13003,262,<327,4>,<333,5>);7
|java+compilationUnit:///src/smallsql/database/GroupResult.java|(5139,265,<143,1>,<149,2>);7
|java+compilationUnit:///src/smallsql/database/FileIndex.java|(3332,258,<101,4>,<107,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRight.java|(1968,242,<64,1>,<70,2>);7
|java+compilationUnit:///src/smallsql/database/Index.java|(11693,229,<319,1>,<325,2>);7
|java+compilationUnit:///src/smallsql/junit/TestExceptions.java|(4772,255,<114,4>,<120,5>);7
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(5421,767,<167,4>,<185,5>);7
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(1978,230,<67,1>,<73,2>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunction.java|(2235,285,<64,4>,<70,5>);7
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(4442,253,<166,1>,<172,2>);7
|java+compilationUnit:///src/smallsql/database/TableResult.java|(7611,170,<258,4>,<264,5>);7
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(9604,300,<319,1>,<329,2>);7
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(11013,285,<324,1>,<335,5>);7
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(3816,207,<145,1>,<151,2>);7
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(6808,245,<213,1>,<219,2>);7
|java+compilationUnit:///src/smallsql/database/Join.java|(3556,315,<139,4>,<147,5>);7
|java+compilationUnit:///src/smallsql/database/CommandTable.java|(1687,255,<47,4>,<53,5>);7
|java+compilationUnit:///src/smallsql/junit/TestOperatoren.java|(11745,251,<267,4>,<273,5>);7
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRand.java|(1683,192,<51,4>,<56,5>);6
|java+compilationUnit:///src/smallsql/database/Join.java|(1766,199,<52,4>,<57,5>);6
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(13485,328,<336,4>,<341,5>);6
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(2965,183,<126,1>,<132,2>);6
|java+compilationUnit:///src/smallsql/database/Utils.java|(7207,261,<227,4>,<232,5>);6
|java+compilationUnit:///src/smallsql/database/Command.java|(2404,307,<83,4>,<91,5>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(19031,310,<556,4>,<561,5>);6
|java+compilationUnit:///src/smallsql/database/Utils.java|(1930,135,<52,1>,<57,2>);6
|java+compilationUnit:///src/smallsql/database/CommandDrop.java|(1441,179,<40,4>,<45,5>);6
|java+compilationUnit:///src/smallsql/database/Utils.java|(13669,247,<397,1>,<405,2>);6
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(5293,238,<155,1>,<160,5>);6
|java+compilationUnit:///src/smallsql/database/Table.java|(9303,205,<269,1>,<274,2>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(12971,217,<359,4>,<365,5>);6
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(2225,136,<96,1>,<101,2>);6
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(1970,507,<58,1>,<68,2>);6
|java+compilationUnit:///src/smallsql/junit/TestStatement.java|(13741,264,<340,4>,<346,5>);6
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(9364,234,<312,1>,<317,2>);6
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(4060,144,<155,1>,<160,2>);6
|java+compilationUnit:///src/smallsql/database/FileIndexNode.java|(2028,274,<65,1>,<70,2>);6
|java+compilationUnit:///src/smallsql/database/TableResult.java|(6703,96,<220,1>,<225,2>);6
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(1906,220,<62,4>,<67,5>);6
|java+compilationUnit:///src/smallsql/database/Command.java|(3300,313,<112,4>,<121,5>);6
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(6434,155,<253,4>,<258,5>);6
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(6282,388,<188,4>,<196,5>);6
