loc;unit size
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(4655,55,<157,4>,<159,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(6094,83,<265,4>,<267,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(8387,79,<405,4>,<407,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(6371,99,<262,1>,<264,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNoCurrentRow.java|(2903,50,<117,1>,<120,2>);3
|java+compilationUnit:///src/smallsql/database/RowSource.java|(4826,123,<184,4>,<186,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(3558,49,<113,1>,<115,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionInsert.java|(1647,129,<49,1>,<51,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionChar.java|(1700,58,<54,1>,<56,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(33927,96,<920,4>,<922,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(14104,152,<327,4>,<329,5>);3
|java+compilationUnit:///src/smallsql/junit/TestLanguage.java|(5629,138,<200,1>,<203,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampAdd.java|(1966,61,<66,1>,<68,2>);3
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(3066,50,<94,1>,<96,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(7006,64,<320,4>,<322,5>);3
|java+compilationUnit:///src/smallsql/database/Expressions.java|(1574,37,<52,1>,<54,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(7849,236,<216,4>,<219,5>);3
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(4459,66,<128,4>,<130,5>);3
|java+compilationUnit:///src/smallsql/database/Column.java|(3610,103,<128,4>,<130,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(7761,136,<251,4>,<253,5>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(14905,92,<414,4>,<416,5>);3
|java+compilationUnit:///src/smallsql/database/TableViewResult.java|(3359,50,<114,1>,<116,2>);3
|java+compilationUnit:///src/smallsql/database/Utils.java|(4578,114,<147,4>,<149,5>);3
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(36251,161,<1017,4>,<1020,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(7589,254,<212,4>,<215,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(3492,82,<144,1>,<146,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(2565,81,<100,4>,<102,5>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(2114,82,<79,1>,<81,2>);3
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(17433,53,<562,1>,<564,2>);3
|java+compilationUnit:///src/smallsql/database/Money.java|(2137,70,<73,4>,<75,5>);3
|java+compilationUnit:///src/smallsql/database/CommandTable.java|(2277,109,<68,1>,<70,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReplace.java|(3303,106,<106,4>,<108,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(1503,88,<44,4>,<46,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(15772,147,<502,4>,<504,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(6673,71,<300,4>,<302,5>);3
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(2023,49,<62,1>,<64,2>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(6175,55,<269,1>,<272,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(36599,57,<1016,4>,<1018,5>);3
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(10682,251,<402,4>,<405,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1.java|(3562,54,<106,1>,<108,2>);3
|java+compilationUnit:///src/smallsql/database/MutableLong.java|(1664,46,<59,1>,<61,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(7814,67,<370,4>,<372,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(4883,68,<182,1>,<184,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampAdd.java|(3377,60,<107,1>,<109,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(23777,100,<712,4>,<714,5>);3
|java+compilationUnit:///src/smallsql/database/Join.java|(3188,82,<116,1>,<118,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(9590,143,<264,4>,<266,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(7290,156,<242,4>,<244,5>);3
|java+compilationUnit:///src/smallsql/database/Index.java|(15491,91,<467,1>,<469,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(23895,209,<717,4>,<720,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(9257,70,<455,4>,<457,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLocate.java|(1484,54,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/TableStorePageInsert.java|(2203,101,<67,1>,<72,2>);3
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(3082,57,<103,4>,<105,5>);3
|java+compilationUnit:///src/smallsql/database/RowSource.java|(2570,98,<92,1>,<94,2>);3
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(2675,176,<110,1>,<117,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(36884,67,<1036,4>,<1038,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionATan2.java|(1483,93,<40,4>,<42,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(6274,69,<275,4>,<277,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(8478,83,<410,4>,<412,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(7626,57,<259,1>,<261,2>);3
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(4545,138,<149,1>,<151,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(13266,179,<312,4>,<314,5>);3
|java+compilationUnit:///src/smallsql/database/Distinct.java|(3146,172,<139,4>,<144,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(9920,59,<279,4>,<281,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(36668,57,<1021,4>,<1023,5>);3
|java+compilationUnit:///src/smallsql/junit/TestLanguage.java|(4883,245,<174,1>,<180,2>);3
|java+compilationUnit:///src/smallsql/database/language/Language.java|(13497,56,<346,1>,<348,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(10824,55,<555,4>,<557,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(7818,95,<323,1>,<328,2>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(2663,87,<88,1>,<90,2>);3
|java+compilationUnit:///src/smallsql/database/MutableInteger.java|(1509,50,<47,1>,<49,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnString.java|(1486,66,<43,4>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionChar.java|(1481,58,<42,1>,<44,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(2271,61,<80,4>,<82,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(1472,79,<42,1>,<47,2>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(16271,62,<469,4>,<471,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(15716,133,<360,4>,<362,5>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(3372,96,<123,1>,<125,2>);3
|java+compilationUnit:///src/smallsql/database/TableStorePage.java|(1769,43,<54,4>,<56,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(9973,78,<500,4>,<502,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(2873,276,<73,4>,<76,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(3884,100,<148,1>,<150,2>);3
|java+compilationUnit:///src/smallsql/database/Column.java|(2648,46,<81,4>,<83,5>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(2203,78,<84,1>,<86,2>);3
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(3041,227,<146,4>,<152,5>);3
|java+compilationUnit:///src/smallsql/database/Where.java|(1622,45,<49,1>,<51,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(1983,111,<64,1>,<66,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(12611,133,<300,4>,<302,5>);3
|java+compilationUnit:///src/smallsql/database/DateTime.java|(23213,176,<793,4>,<798,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRight.java|(1494,59,<42,1>,<44,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(16991,129,<387,4>,<389,5>);3
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(2937,120,<89,1>,<91,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionFloor.java|(1476,93,<41,4>,<43,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(5133,49,<198,1>,<200,2>);3
|java+compilationUnit:///src/smallsql/database/Table.java|(9522,198,<278,1>,<284,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(4974,71,<199,1>,<201,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(12472,133,<297,4>,<299,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampDiff.java|(4404,57,<128,1>,<130,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(4088,68,<185,4>,<187,5>);3
|java+compilationUnit:///src/smallsql/database/Column.java|(2702,59,<85,4>,<87,5>);3
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(2255,65,<78,1>,<80,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(10054,63,<310,4>,<312,5>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(2567,87,<104,1>,<106,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(20493,171,<603,4>,<605,5>);3
|java+compilationUnit:///src/smallsql/database/CommandUpdate.java|(1512,47,<46,1>,<48,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(3406,79,<139,1>,<141,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(17753,172,<541,4>,<543,5>);3
|java+compilationUnit:///src/smallsql/database/ColumnExpression.java|(2001,58,<77,1>,<79,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(28067,226,<835,4>,<838,5>);3
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(1990,173,<77,1>,<84,2>);3
|java+compilationUnit:///src/smallsql/database/Where.java|(4053,66,<176,1>,<178,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(8929,80,<435,4>,<437,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(7575,126,<219,4>,<221,5>);3
|java+compilationUnit:///src/smallsql/database/Money.java|(2213,68,<76,4>,<78,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(9959,133,<311,4>,<313,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionHour.java|(1480,58,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(8434,76,<272,4>,<274,5>);3
|java+compilationUnit:///src/smallsql/database/TableViewResult.java|(2199,79,<71,1>,<73,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(17264,148,<393,4>,<395,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(4561,107,<205,4>,<207,5>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(2954,96,<103,1>,<105,2>);3
|java+compilationUnit:///src/smallsql/database/Expression.java|(5524,47,<210,1>,<212,2>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(3776,73,<127,1>,<129,2>);3
|java+compilationUnit:///src/smallsql/database/MutableDouble.java|(1451,55,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(13084,176,<309,4>,<311,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(20206,130,<597,4>,<599,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReplace.java|(1607,110,<49,1>,<51,2>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(3688,79,<123,1>,<125,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(10292,197,<254,4>,<256,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(36737,62,<1026,4>,<1028,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(5826,92,<238,1>,<240,2>);3
|java+compilationUnit:///src/smallsql/database/CommandCreateView.java|(1782,135,<56,4>,<58,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionAscii.java|(1547,108,<48,1>,<50,2>);3
|java+compilationUnit:///src/smallsql/database/DateTime.java|(3488,306,<109,1>,<122,2>);3
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(16812,165,<588,1>,<593,2>);3
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(1665,57,<55,1>,<57,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(8042,62,<385,4>,<387,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(2317,105,<79,1>,<81,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(16416,147,<375,4>,<377,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(11465,130,<276,4>,<278,5>);3
|java+compilationUnit:///src/smallsql/database/LongList.java|(1936,36,<75,1>,<77,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(7618,137,<248,4>,<250,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(3829,78,<170,4>,<172,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(34881,60,<957,4>,<959,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(5605,66,<218,1>,<220,2>);3
|java+compilationUnit:///src/smallsql/database/language/Language_de.java|(1443,54,<39,1>,<41,2>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(16185,78,<465,4>,<467,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnFloat.java|(1508,85,<42,4>,<44,5>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(1834,90,<65,1>,<67,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1Number.java|(2621,105,<91,1>,<93,2>);3
|java+compilationUnit:///src/smallsql/database/Distinct.java|(2659,71,<107,1>,<109,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(5426,56,<206,1>,<208,2>);3
|java+compilationUnit:///src/smallsql/database/TransactionStep.java|(1551,74,<48,4>,<50,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(3143,198,<98,4>,<104,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(2802,88,<94,4>,<96,5>);3
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(5294,271,<161,4>,<167,5>);3
|java+compilationUnit:///src/smallsql/database/Expression.java|(5577,48,<214,1>,<216,2>);3
|java+compilationUnit:///src/smallsql/junit/TestIdentifer.java|(1441,39,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(3723,102,<103,4>,<105,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionDayOfWeek.java|(1490,63,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(6802,126,<230,4>,<232,5>);3
|java+compilationUnit:///src/smallsql/database/MutableFloat.java|(1448,53,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(7277,67,<271,1>,<273,2>);3
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(11988,135,<377,1>,<382,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionTimestampAdd.java|(4002,57,<140,1>,<142,2>);3
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(11400,266,<367,4>,<370,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(11036,142,<267,4>,<269,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(6294,75,<280,1>,<282,2>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(6092,74,<264,1>,<266,2>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(6569,89,<270,1>,<272,2>);3
|java+compilationUnit:///src/smallsql/database/Join.java|(3094,85,<111,1>,<113,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNoCurrentRow.java|(2959,82,<122,1>,<124,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(7660,70,<360,4>,<362,5>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(5781,65,<233,1>,<235,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(7082,71,<325,4>,<327,5>);3
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(1638,48,<48,1>,<50,5>);3
|java+compilationUnit:///src/smallsql/database/Database.java|(10799,260,<309,1>,<313,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(35187,66,<977,4>,<979,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(8091,239,<220,4>,<223,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(20747,89,<618,4>,<620,5>);3
|java+compilationUnit:///src/smallsql/database/Command.java|(1950,355,<68,4>,<76,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(15437,132,<354,4>,<356,5>);3
|java+compilationUnit:///src/smallsql/database/SSDriver.java|(4264,57,<126,4>,<128,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(19634,148,<585,4>,<587,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(16275,135,<372,4>,<374,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(1930,234,<55,4>,<58,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(11403,59,<595,4>,<597,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(4112,104,<158,1>,<160,2>);3
|java+compilationUnit:///src/smallsql/database/MutableInteger.java|(1564,48,<51,1>,<53,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(3064,85,<125,4>,<127,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(6934,118,<233,4>,<235,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReplace.java|(1539,61,<44,1>,<46,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(9815,58,<490,4>,<492,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionRound.java|(1486,93,<40,4>,<42,5>);3
|java+compilationUnit:///src/smallsql/database/Where.java|(4129,172,<181,4>,<186,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(12630,81,<658,4>,<660,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(17411,161,<535,4>,<537,5>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(1674,29,<51,1>,<53,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(2376,81,<94,1>,<96,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(8097,117,<231,4>,<233,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(5418,253,<234,4>,<237,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(3565,71,<155,4>,<157,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionSpace.java|(1988,61,<66,1>,<68,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(25986,139,<773,4>,<775,5>);3
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(2848,80,<84,1>,<86,2>);3
|java+compilationUnit:///src/smallsql/database/language/Language_it.java|(1506,55,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(11882,139,<285,4>,<287,5>);3
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(1543,56,<49,1>,<51,2>);3
|java+compilationUnit:///src/smallsql/database/SSDriver.java|(4339,61,<131,4>,<133,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionSpace.java|(1483,59,<42,1>,<44,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(1827,67,<57,4>,<59,5>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(3269,96,<118,1>,<120,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(16271,85,<488,4>,<490,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionSoundex.java|(1566,72,<47,1>,<49,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(4791,116,<173,1>,<179,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnFloat.java|(1765,83,<54,1>,<56,5>);3
|java+compilationUnit:///src/smallsql/database/DateTime.java|(2581,170,<81,1>,<83,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(2661,87,<109,1>,<111,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(7165,72,<330,4>,<332,5>);3
|java+compilationUnit:///src/smallsql/database/MutableDouble.java|(1567,55,<51,1>,<53,2>);3
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(3612,72,<130,4>,<132,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(19930,134,<591,4>,<593,5>);3
|java+compilationUnit:///src/smallsql/database/LongLongList.java|(1510,32,<44,1>,<46,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(3151,85,<124,1>,<126,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionYear.java|(1481,58,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(2203,56,<75,4>,<77,5>);3
|java+compilationUnit:///src/smallsql/database/Index.java|(15396,89,<463,1>,<465,2>);3
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(1558,49,<46,1>,<48,2>);3
|java+compilationUnit:///src/smallsql/database/MutableInteger.java|(1666,46,<59,1>,<61,2>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(5290,72,<219,1>,<221,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNull.java|(2904,55,<122,1>,<124,2>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(4334,102,<168,1>,<170,2>);3
|java+compilationUnit:///src/smallsql/database/Database.java|(4721,48,<132,1>,<134,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(3854,82,<164,1>,<166,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1Number.java|(1648,93,<49,4>,<51,5>);3
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(1731,51,<59,1>,<61,2>);3
|java+compilationUnit:///src/smallsql/database/Money.java|(2965,76,<102,4>,<104,5>);3
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(3933,119,<150,1>,<152,2>);3
|java+compilationUnit:///src/smallsql/database/StoreNoCurrentRow.java|(1559,100,<45,1>,<47,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLCase.java|(1560,72,<47,1>,<49,2>);3
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(16420,154,<517,1>,<522,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(7412,145,<214,4>,<216,5>);3
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(75014,112,<1949,4>,<1951,5>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(16026,85,<457,4>,<459,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(14262,167,<330,4>,<332,5>);3
|java+compilationUnit:///src/smallsql/database/MutableInteger.java|(1785,74,<67,1>,<69,2>);3
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(1784,37,<57,1>,<59,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(7969,61,<380,4>,<382,5>);3
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(4158,89,<152,1>,<154,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(11256,51,<585,4>,<587,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionMod.java|(1478,93,<41,4>,<43,5>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(35265,297,<982,4>,<985,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLength.java|(1483,60,<43,1>,<45,2>);3
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(10528,65,<394,4>,<396,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1.java|(1566,74,<43,4>,<45,5>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(16341,92,<473,4>,<475,5>);3
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(1702,53,<55,1>,<57,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(2867,89,<118,1>,<120,2>);3
|java+compilationUnit:///src/smallsql/junit/TestJoins.java|(5283,62,<105,4>,<107,5>);3
|java+compilationUnit:///src/smallsql/database/Database.java|(6767,153,<200,1>,<202,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(2658,83,<105,4>,<107,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(5539,86,<234,1>,<236,2>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(25062,120,<747,4>,<749,5>);3
|java+compilationUnit:///src/smallsql/database/Database.java|(5743,180,<175,4>,<177,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(5808,74,<249,1>,<251,2>);3
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(1959,134,<72,4>,<74,5>);3
|java+compilationUnit:///src/smallsql/database/SSCallableStatement.java|(17572,163,<399,4>,<401,5>);3
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(7842,120,<225,4>,<227,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(17117,88,<513,4>,<515,5>);3
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionLTrim.java|(1560,72,<47,1>,<49,2>);3
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(7742,60,<365,4>,<367,5>);3
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(10235,57,<303,4>,<305,5>);3
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(3344,107,<123,1>,<125,2>);3
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(22049,42,<659,1>,<661,2>);3
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(12561,56,<340,4>,<342,5>);3
